id,nombre,email,telefono,whatsapp,direccion,website,instagram,facebook,google_maps_url,is_premium,verificado
735,"LLAMATIVO Resto /Bar -Cañada Seca",,2604405557,2604405557,"Domicilio  Ruta 143 El Tropezón",,https://www.instagram.com/llamativorestobar/?hl=es-la,https://www.facebook.com/p/Llamativo-Resto-Bar-100083025745805/,,,0
736,"LA BARRA (Bar- Café) - Valle Grande",,,,"Base Lago Valle Grande",,,https://www.facebook.com/portaldelatuelsanrafael/,,,0
737,"MANO NEGRA (Resto Bar)",,2604010510,2604010510,"Domicilio  Lago chico Valle Grande  antes de subir caracoles a la derecha",,,,,,0
738,"EL VIEJO BODEGON - (Restó) - Las Paredes",,2604550000,2604550000,"Domicilio  Avda. Hipólito Yrigoyen 2299 – Las Paredes",https://www.elviejobodegonsr.com/?fbclid=IwY2xjawFo9HZleHRuA2FlbQIxMAABHYf3IVowPVwcjavItqOTCofyS7UIdGAieEM5xAVeWp5FIsWSLh4ccW1RGQ_aem_xysWOVaEKZysqctxF_0s5g,https://www.instagram.com/elviejobodegonsr/,https://www.facebook.com/elviejobodegonsanrafael,,,0
739,ALLOLIO,,"0260 453-0812","","Papa Juan XXIII N° 1820, M5600 San Rafael, Mendoza, Argentina",https://www.olivicolallolio.com/,"","",https://maps.google.com/?cid=12748198049880920152,0,0
740,"INTI- CO(Restó) -Los Reyunos",,260154563767,260154563767,"Club de Náutica y Pesca –  Los Reyunos",,https://www.instagram.com/inticolosreyunos/,,,,0
741,"CHAKANA Bar (Café -Bar) - Valle Grande",,,,"Ruta Prov. 173 km 20 – Valle Grande",http://www.saintjosephweb.com.ar/,,,,,0
742,"Cabañas El Chañar – 1 Estrella – Cuadro Benegas",,,,"El Moro 4623 – Cuadro Benegas",http://www.xn--cabaaselchaar-lkbh.com.ar/,,https://www.facebook.com/cabaniaselchaniar.com.ar/,,,1
743,"MIKELINOS - Restaurante/Pizzeria",,2604427448,2604427448,"Domicilio  Entre Rios esq. Buchardo – Ciudad","",https://www.instagram.com/mikelinosoficial/,"",,,0
744,"MAJAL SUSHI - Ciudad",,"","","Los Franceses 25 – Ciudad",https://majalsushi.com.ar/,https://www.instagram.com/majalsushi/,"",,,0
745,"Apart Hotel Villa María Florales - Cuadro Benegas",,5492604597703,5492604597703,"Ruta Nacional 144 km 665 – Cuadro Benegas",http://www.mariaflorales.com.ar/,https://www.instagram.com/complejo_mariaflorales/,,,,0
746,"LA DELICIA BULEVARD - Ciudad",,"","","H. Yrigoyen 1594 – Ciudad",https://ladeliciaboulevard.com.ar,https://www.instagram.com/ladeliciadelboulevard/,https://www.facebook.com/ladeliciadelboulevard,,,0
747,"BAKO Café - Restó - Valle Grande",,"5 Valle Grande"," San Rafael.""","""Domicilio    Ruta 173 Km 14",,,,,,0
748,"VENAMI (Café)- Ciudad",,,,"Maza y E. Civit  – Ciudad",,,,,,0
749,"BIER 26 (Cervecería - Minutas) - Rama Caída",,2604607472,2604607472,"Domicilio  Cubillos 7864 – Rama Caída",,https://www.instagram.com/bier.26/,,,,0
750,"BARRICAS BODEGON MENDOCINO - Parrilla",,2604126964,2604126964,"Domicilio  Avda. Hipólito Yrigoyen 4041 – Las Paredes",,https://www.instagram.com/barricasbodegonmendocino/,,,,0
751,"CANTINA A GO GO - Ciudad",,260154108487,260154108487,"Avda. San Martín y Chile – Ciudad",,https://www.instagram.com/cantinaagogo/?hl=es,https://www.facebook.com/CantinaaGoGo,,,0
752,"Cabañas La Posta Del Cholo – Valle Grande",," km 24 – Valle Grande""",,"""Ruta Prov. 173",,,https://www.instagram.com/postadelcholo/?hl=es,,,0
753,"Cabañas Malbec – Las Paredes",,5492604623691,5492604623691,"Jensen 115  – Las Paredes",,,,,,0
754,"Cabañas Ayres de Cuyo – Las Paredes",,54901169483112,54901169483112,"Bianchi 1000 – Las Paredes",http://www.ayresdecuyo.com/,https://www.instagram.com/ayresdecuyo/,,,,0
755,"RINCON DEL VALLE (Restó-Bar) - Valle Grande",,"5 – Valle Grande""",,"""R. Prov. 173 km 24",,http://www.rincondelvallecab.com.ar/,https://www.instagram.com/restorincondelvalle/,,,0
756,"ROCA (Bodega)- Cañada Seca",,5492604590430,5492604590430,"R. Prov. 165 – La Pichana – Cañada Seca",http://www.rocawines.com,https://www.instagram.com/alfredo.rocawines/?hl=es-la,https://www.facebook.com/BodegaAlfredoRoca,,,0
757,"BOMBASTICK San Rafael - Burger-Bar",,2604604343,2604604343,"Domicilio  Av. H. Yrigoyen 2.451 – Las Paredes",,https://www.instagram.com/bombastick.sanrafael/,,,,0
758,"WAMAI E.V.T. - Turismo Emisivo.",,260154614567,260154614567,"Chile 755 – Ciudad",http://www.wamaiviajes.tur.ar/index.html,https://www.instagram.com/wamaiviajes/,,,,0
759,"CAÑON DEL ATUEL- E.V.T. Turismo Emisivo",,,,"Av. San Martín 325 – Ciudad",,,,,,0
760,"GRIDO Helados",,,,"Domicilio  Av. Moreno 47 – Ciudad",,https://www.instagram.com/gridomoreno.sr/,,,,0
763,"AL MUNDO San Rafael- (Franquicia)-Turismo Emisivo",,"0810-220-1031 ext. 100","","Av. H. Yrigoyen 1799",https://almundo.com.ar/,"","",,,0
766,"BODEGA CLANN MARANGI vinos de autor",,"Belgrano 863 – Cuadro Benegas",549260028125,Bodegas,"","",https://www.instagram.com/clannmarangi,,,0
769,"Rafting en San Rafael - Taccu Aventura",,"0260 440-5176","","ruta 173 km 20800 Valle Grande, M5603 San Rafael, Mendoza, Argentina",http://www.taccuaventura.com/,"","",https://maps.google.com/?cid=14003682689555571223,0,0
788,"AGATA VIAJES- E.V.T. - San Rafael",,"","","","","","",,1,0
798,"AFTER HOUSE - Minutas - Hamburguesas",,"","","","","","",,1,1
799,"AILLANTU E.V.T. ",,"0260 443-8444","","Alsina 389 – Ciudad","",https://www.instagram.com/aillantu_viajes/,https://www.facebook.com/aillantu.viajes/,,1,0
